Grid_ID,CNN_PCA_01,CNN_PCA_02,CNN_PCA_03,CNN_PCA_04,CNN_PCA_05,CNN_PCA_06,CNN_PCA_07,CNN_PCA_08,CNN_PCA_09,CNN_PCA_10,CNN_PCA_11,CNN_PCA_12,CNN_PCA_13,CNN_PCA_14,CNN_PCA_15,CNN_PCA_16,CNN_PCA_17,CNN_PCA_18,CNN_PCA_19,CNN_PCA_20,CNN_PCA_21,CNN_PCA_22,CNN_PCA_23,CNN_PCA_24,Y_Target,image_file
site5_167.png_X256_Y0,0.28221884,0.6858252,0.19152111,0.72535557,0.81487304,0.5073,0.18260096,0.2458473,0.48284832,0.6755688,0.667767,0.4147079,0.3438409,0.9594105,0.5394856,0.4789128,0.4285617,0.46444744,0.5272268,0.42251092,0.32118848,0.5321638,0.87197876,0.35160297,2,site5_167.png
site5_167.png_X0_Y256,0.05048397,0.29831037,0.42307937,0.63850176,0.37287623,0.39194238,0.17658009,0.62434334,0.1745699,0.6011214,0.3038574,0.26429045,0.500816,0.40386558,0.5423448,0.3505251,0.24731284,0.48846582,0.4657842,0.37628993,0.41864395,0.5386443,0.58670765,0.34525204,0,site5_167.png
site5_167.png_X256_Y256,0.3863472,0.6136094,0.2724712,0.7563719,0.86339664,0.4515782,0.12878963,0.19864032,0.416142,0.7258363,0.6049112,0.38313812,0.37669027,0.8818121,0.40295744,0.3812908,0.43635702,0.43036324,0.5163598,0.3799493,0.35170645,0.5811981,0.81465614,0.27479422,2,site5_167.png
site5_168.png_X0_Y0,0.21596408,0.20931645,0.47494906,0.5751998,0.4284702,0.33809504,0.20290402,0.5017681,0.20290987,0.6337391,0.38246578,0.25878412,0.40838724,0.47634503,0.5874591,0.34561864,0.35787976,0.53227216,0.4633545,0.2938655,0.35030663,0.4518777,0.46164438,0.30369788,0,site5_168.png
site5_168.png_X256_Y0,0.60016805,0.22377366,0.52299196,0.68537647,0.73261213,0.30660456,0.18989688,0.26662248,0.31862262,0.9079113,0.47343722,0.25598782,0.43276972,0.6022673,0.299142,0.42589507,0.35263875,0.292361,0.2813716,0.39204183,0.26410845,0.58272433,0.4717008,0.23988418,1,site5_168.png
site5_168.png_X0_Y256,0.478267,0.29358828,0.50067776,0.61748207,0.69331825,0.3318749,0.22203417,0.30410874,0.22728673,0.67611754,0.41107896,0.25676364,0.25049958,0.66334194,0.3736822,0.49209535,0.3896784,0.41614512,0.39089844,0.28930566,0.25784498,0.44818586,0.5662214,0.16161811,1,site5_168.png
site5_168.png_X256_Y256,0.09831491,0.28869373,0.41365847,0.5163944,0.45047963,0.28782362,0.20125297,0.54986596,0.24766767,0.53101224,0.38144046,0.33033562,0.32653195,0.43605477,0.57231855,0.43090853,0.30792254,0.53656,0.41402,0.2900418,0.3448916,0.548006,0.45914724,0.35370985,0,site5_168.png
site5_169.png_X0_Y0,0.58154625,0.5301117,0.29304948,0.69502866,0.87844753,0.43500543,0.18331814,0.21069777,0.4527499,0.6896477,0.40733117,0.40602314,0.3161192,0.7150658,0.3257792,0.2728522,0.341327,0.3801527,0.47874403,0.5719604,0.47131467,0.6601946,0.5500847,0.36989382,2,site5_169.png
site5_169.png_X256_Y0,0.35115698,0.2064262,0.49903393,0.50153476,0.49451613,0.14907074,0.21357955,0.422085,0.30044663,0.5343283,0.3618824,0.35168013,0.2675246,0.4941424,0.5812845,0.3955981,0.5301783,0.4867689,0.48449123,0.3111614,0.55872625,0.46659786,0.43009478,0.27873504,1,site5_169.png
site5_169.png_X0_Y256,0.46916592,0.57178134,0.28859654,0.5942273,0.7300544,0.41650954,0.13741334,0.3124637,0.4437846,0.6902365,0.43288362,0.37344328,0.2894792,0.771706,0.36931348,0.3318074,0.35857233,0.32795238,0.42728722,0.5446036,0.37508142,0.54170805,0.540943,0.4396961,2,site5_169.png
site5_169.png_X256_Y256,0.60691345,0.5274562,0.48844045,0.43455136,0.5286215,0.29671586,0.20488045,0.41989028,0.3444921,0.6545074,0.2168149,0.47587398,0.42831028,0.644153,0.30486834,0.16499776,0.4232371,0.42774573,0.6263997,0.44766718,0.39760596,0.4436083,0.31895941,0.4375026,1,site5_169.png
site5_170.png_X0_Y0,0.36601055,0.2571922,0.52140695,0.5340203,0.46119955,0.18871997,0.19309437,0.53023696,0.36527348,0.5715626,0.3152962,0.38899812,0.33961183,0.61008906,0.4617542,0.39889312,0.42957756,0.58803505,0.58953136,0.37431663,0.4270144,0.33940762,0.45597416,0.3805665,0,site5_170.png
site5_170.png_X256_Y0,0.6070819,0.43714643,0.3748554,0.35328886,0.38508636,0.27732116,0.08902739,0.6409632,0.21016604,0.64869165,0.15089214,0.38900223,0.3067438,0.7696504,0.29926807,0.3543297,0.44606528,0.3544846,0.54712534,0.5406199,0.26539993,0.33511022,0.42009324,0.641908,1,site5_170.png
site5_170.png_X0_Y256,0.48974758,0.66738176,0.24110843,0.3717438,0.50097764,0.46346188,0.16415262,0.6317608,0.3695798,0.51704973,0.27788576,0.45827478,0.3992308,0.85180855,0.52877337,0.2548391,0.41408348,0.39318025,0.5152984,0.4677741,0.4689543,0.16304904,0.2727446,0.40575793,2,site5_170.png
site5_170.png_X256_Y256,0.8466416,0.26770064,0.52304596,0.35875058,0.39487636,0.23480241,0.23128611,0.3977793,0.307839,0.63054997,0.044067442,0.3757973,0.5872133,0.7307365,0.4823736,0.32241496,0.7377558,0.47451174,0.61415464,0.6428754,0.29958844,0.47640964,0.63659173,0.5731449,1,site5_170.png
site5_171.png_X0_Y0,0.29305,0.6981225,0.075855315,0.43578923,0.54999334,0.39484978,0.2509428,0.58173144,0.47665855,0.5401613,0.49444994,0.34980044,0.35626858,0.38727474,0.63122356,0.48435822,0.39092073,0.29258794,0.49349812,0.52197367,0.4730618,0.39740947,0.39049575,0.435355,2,site5_171.png
site5_171.png_X256_Y0,0.23608048,0.74020314,0.0013647377,0.5336174,0.60910213,0.43397012,0.16374207,0.5518751,0.50258136,0.5503129,0.5466735,0.3823399,0.36174148,0.46528932,0.7375674,0.58588433,0.46188676,0.30859983,0.5188159,0.4969796,0.49320304,0.3726963,0.41668406,0.4567138,2,site5_171.png
site5_171.png_X0_Y256,0.31916094,0.7219265,0.06858823,0.5750598,0.7140931,0.45078972,0.06424746,0.4806812,0.44253483,0.48599607,0.3785051,0.44793057,0.313997,0.44338763,0.6522779,0.4411355,0.4326623,0.42242587,0.6027831,0.6034925,0.45703536,0.4969277,0.4554129,0.52471066,2,site5_171.png
site5_171.png_X256_Y256,0.24518095,0.69526213,0.0732384,0.5475719,0.6632811,0.45050395,0.17227463,0.45057896,0.46583453,0.53970927,0.37196368,0.31410208,0.26973552,0.42321864,0.69988346,0.3641963,0.4624235,0.36907506,0.50699514,0.5242992,0.6148937,0.54841775,0.34090918,0.47234783,2,site5_171.png
site5_172.png_X0_Y0,0.23535271,0.7322023,0.050100297,0.49098593,0.56249523,0.43571287,0.23459192,0.57175493,0.45977426,0.5630352,0.48402184,0.33383182,0.3068876,0.3883826,0.72504085,0.5069416,0.4089941,0.30890253,0.494077,0.48273653,0.49025908,0.34979665,0.3897326,0.49777052,2,site5_172.png
site5_172.png_X256_Y0,0.2698198,0.75797457,0.030338675,0.4651429,0.56498975,0.43127292,0.26047444,0.51045895,0.55052036,0.5818869,0.44017896,0.34613666,0.4352081,0.45764843,0.7866752,0.5247758,0.40758988,0.34323156,0.5335768,0.5663706,0.5370883,0.34219518,0.33359563,0.43403798,2,site5_172.png
site5_172.png_X0_Y256,0.28892654,0.71699363,0.04806909,0.48599166,0.5922654,0.43019778,0.23866615,0.5240621,0.56434846,0.62891865,0.36274177,0.37030563,0.28492606,0.3128635,0.76491165,0.50891584,0.39688456,0.36988825,0.5575756,0.5597224,0.4719895,0.40615755,0.244326,0.45841265,2,site5_172.png
site5_172.png_X256_Y256,0.23061131,0.7380396,0.035565197,0.49486738,0.58390903,0.43228665,0.19683102,0.5194864,0.5038478,0.5873237,0.3914421,0.35183728,0.28809488,0.40855008,0.7423041,0.5566026,0.40702197,0.36778772,0.537806,0.53322405,0.49619967,0.36795467,0.2993335,0.49761456,2,site5_172.png
site5_173.png_X0_Y0,0.32773027,0.71638787,0.198015,0.345412,0.38702154,0.34521496,0.61291116,0.3116388,0.44148037,0.6198533,0.39719206,0.39210603,0.6555994,0.39172605,0.4992644,0.3301298,0.5057538,0.42257127,0.52879477,0.44032684,0.40983096,0.5276241,0.5055625,0.331524,2,site5_173.png
site5_173.png_X256_Y0,0.4110695,0.80928755,0.12133503,0.4355566,0.47183415,0.24516466,0.6866143,0.17509443,0.6024245,0.756485,0.47894582,0.57679373,0.91194874,0.29201925,0.4603485,0.47012392,0.55330247,0.4023487,0.5659776,0.62312645,0.36510128,0.5608669,0.33958322,0.20698422,2,site5_173.png
site5_173.png_X0_Y256,0.28818676,0.80006707,0.018963724,0.47889024,0.580833,0.40929422,0.29771763,0.47701976,0.5306091,0.54715616,0.4821605,0.34144095,0.38133696,0.34791243,0.7309875,0.44465432,0.43658513,0.31619734,0.5506942,0.599615,0.50832653,0.37605983,0.31875753,0.41127872,2,site5_173.png
site5_173.png_X256_Y256,0.31185663,0.7072089,0.1439662,0.37674913,0.41357094,0.29485834,0.6855528,0.31541994,0.50004005,0.5848727,0.38904864,0.42234325,0.5762682,0.41129944,0.50955063,0.47695738,0.48571897,0.33221623,0.55282825,0.53190017,0.32209745,0.46828723,0.28486302,0.228241,2,site5_173.png
site5_174.png_X0_Y0,0.35596663,0.66073656,0.15740949,0.516097,0.6499964,0.39693916,0.15345569,0.48623544,0.5087456,0.60257125,0.43994415,0.43617773,0.41179445,0.45945367,0.45175153,0.40219834,0.4312414,0.39519098,0.5625222,0.48753738,0.45274496,0.4517805,0.34968305,0.4943124,2,site5_174.png
site5_174.png_X256_Y0,0.40403903,0.5832371,0.20727257,0.4797,0.63800585,0.29102138,0.29073575,0.45555556,0.53047657,0.70101875,0.40902674,0.39873698,0.49420536,0.35073614,0.35828322,0.35980397,0.44130692,0.3934852,0.3934803,0.5601916,0.5666826,0.6143735,0.35267627,0.39940277,2,site5_174.png
site5_174.png_X0_Y256,0.32205454,0.74074984,0.18619803,0.3349929,0.4199076,0.2724048,0.7183229,0.24341471,0.5553542,0.6256615,0.5233887,0.5289589,0.85267663,0.4872448,0.42792952,0.40549815,0.4874677,0.4557838,0.4630932,0.5016415,0.38107154,0.4782795,0.42593044,0.1939265,2,site5_174.png
site5_174.png_X256_Y256,0.19043446,0.6481153,0.17675427,0.35502207,0.39843163,0.26317325,0.7305635,0.22192591,0.41877127,0.69749117,0.35120752,0.47895026,0.6356138,0.38680995,0.4719728,0.5024866,0.49066645,0.44640926,0.5620377,0.3872069,0.35328895,0.54380953,0.33078748,0.19144067,2,site5_174.png
site5_176.png_X0_Y0,0.32675678,0.25056618,0.5328887,0.6124257,0.7215288,0.31922418,0.31738025,0.23342137,0.3788345,0.61903584,0.5007771,0.21446827,0.10692948,0.5395712,0.60460967,0.5039149,0.408621,0.34138143,0.28650737,0.22221103,0.45143732,0.37701136,0.69559,0.15931988,1,site5_176.png
site5_176.png_X256_Y0,0.2955519,0.8591271,0.87467784,0.34434333,0.5739335,0.40975243,0.35604328,0.37851486,0.5800824,0.4719196,0.50681585,0.61188143,0.5418458,0.59381235,0.448285,0.27412295,0.39143142,0.4280436,0.48293233,0.42999238,0.61511296,0.5004209,0.28024596,0.3011358,2,site5_176.png
site5_176.png_X0_Y256,0.2323034,0.23192081,0.48332107,0.4636591,0.66283965,0.3509921,0.34360707,0.4015877,0.37476808,0.6142383,0.5528514,0.29232255,0.17823917,0.59370714,0.6316669,0.3852309,0.45543975,0.367433,0.482862,0.2686,0.5185678,0.2525056,0.59146875,0.21546178,0,site5_176.png
site5_176.png_X256_Y256,0.6420686,0.47178945,0.8189941,0.45565307,0.5942433,0.38402495,0.36538243,0.39858592,0.5054767,0.5211104,0.28214982,0.73344463,0.41938657,0.7010826,0.44676092,0.30258974,0.434313,0.27111638,0.41975045,0.33435258,0.6557688,0.48789576,0.05904126,0.2341265,1,site5_176.png
site5_177.png_X0_Y0,0.09125313,0.76466036,0.7538289,0.36903927,0.52360094,0.38514674,0.28261563,0.46414834,0.46705675,0.5800836,0.4776428,0.33451602,0.43024278,0.4947376,0.49367455,0.4129928,0.5012827,0.45795366,0.6650435,0.34438124,0.43777207,0.51762414,0.56319463,0.408136,2,site5_177.png
site5_177.png_X256_Y0,0.13725518,0.91067946,0.94152373,0.244022,0.5142524,0.3675943,0.2549012,0.46130696,0.4702959,0.54872936,0.43880495,0.41471055,0.4720605,0.535339,0.48770067,0.3938403,0.40483245,0.42202112,0.47385982,0.44127488,0.5807861,0.48121214,0.44892168,0.4398621,2,site5_177.png
site5_177.png_X0_Y256,0.08864038,0.9648361,0.96259695,0.21871716,0.5128263,0.27840948,0.200829,0.44042724,0.50341123,0.68277204,0.4707275,0.15937524,0.50211686,0.39716548,0.42939615,0.42599496,0.5012895,0.50397635,0.3986101,0.63806003,0.6426454,0.39960027,0.68542117,0.2657408,2,site5_177.png
site5_177.png_X256_Y256,0.09086627,0.8811072,0.89566463,0.25591937,0.51754224,0.3171799,0.183288,0.461004,0.46067858,0.6361457,0.46571746,0.22467437,0.4403023,0.46557736,0.47639248,0.4441574,0.4538422,0.45395705,0.41854674,0.5253109,0.6080783,0.4393021,0.60249996,0.3488109,2,site5_177.png
site5_178.png_X0_Y0,0.12424646,0.339544,0.48545802,0.45960408,0.4746761,0.20342493,0.43099475,0.44433084,0.46886665,0.63816774,0.42971596,0.6393412,0.83995914,0.42436165,0.4335316,0.19500655,0.64670014,0.33739424,0.6215214,0.34458494,0.43202615,0.32857093,0.69165254,0.26034993,0,site5_178.png
site5_178.png_X256_Y0,0.051602975,0.35270587,0.42435956,0.42886698,0.4799566,0.30380553,0.27371728,0.49195835,0.34529138,0.47372946,0.36457533,0.49491224,0.6271609,0.48171464,0.38053662,0.36015204,0.43636492,0.3704151,0.6323885,0.3621806,0.5425606,0.36544594,0.66477287,0.2729944,0,site5_178.png
site5_178.png_X0_Y256,0.22007814,0.18427789,0.46688896,0.35809478,0.50745636,0.14387977,0.3974303,0.36448765,0.527043,0.48528934,0.50243455,0.5531169,0.5855409,0.52904475,0.5592141,0.24294835,0.5988207,0.3221912,0.43197966,0.37266895,0.38521987,0.51664007,0.5230094,0.2683631,0,site5_178.png
site5_178.png_X256_Y256,0.20216224,0.33326083,0.4611527,0.43095288,0.50058854,0.18825257,0.2986168,0.39196816,0.41193467,0.6180113,0.43777028,0.3380538,0.48210275,0.4045108,0.5492592,0.37366214,0.5226569,0.4049482,0.47562763,0.29471213,0.51968867,0.57039326,0.54301023,0.28740057,0,site5_178.png
site5_181.png_X0_Y0,0.19014543,0.21640602,0.44281876,0.46152568,0.42378715,0.15216142,0.2668468,0.44690302,0.52536994,0.48725224,0.545737,0.49392298,0.35023528,0.53345925,0.62987065,0.42492843,0.50326896,0.38050267,0.6291971,0.3708249,0.6362499,0.55117995,0.5822333,0.30167836,0,site5_181.png
site5_181.png_X256_Y0,0.13780448,0.2552301,0.4206471,0.5125882,0.39709985,0.18665746,0.2412919,0.5156449,0.39037374,0.47088048,0.6405243,0.5059463,0.35610577,0.4843968,0.57732284,0.43596345,0.5285842,0.35706317,0.593515,0.42836973,0.5530123,0.4975227,0.5988601,0.41290224,1,site5_181.png
site5_181.png_X0_Y256,0.16071254,0.30448776,0.4038793,0.51881325,0.4704165,0.37845856,0.2104448,0.54352653,0.38137832,0.6388986,0.5388957,0.3772397,0.61821496,0.4607489,0.5069653,0.46727228,0.36773282,0.54969203,0.58281213,0.38873369,0.5794316,0.5362002,0.5806122,0.2526611,0,site5_181.png
site5_181.png_X256_Y256,0.07679199,0.2778496,0.4039768,0.5873423,0.39608768,0.28347275,0.20211485,0.5954087,0.30716014,0.4740122,0.49771902,0.4303925,0.44365445,0.42794904,0.5416446,0.4015306,0.3522229,0.5329168,0.5584419,0.34846842,0.5374849,0.46664777,0.52014583,0.3360928,0,site5_181.png
site5_182.png_X0_Y0,0.023349777,0.3193996,0.37330586,0.49513525,0.41890392,0.30184013,0.17773253,0.6154264,0.25861076,0.42166436,0.33819675,0.47109127,0.46327478,0.4216269,0.44027555,0.42599267,0.32930312,0.49934664,0.56932884,0.3352693,0.43789083,0.4984907,0.55051553,0.30911118,0,site5_182.png
site5_182.png_X256_Y0,0.13639718,0.18759869,0.4538931,0.5980489,0.42401326,0.20408978,0.1996412,0.4472378,0.26751062,0.43636996,0.60362804,0.446728,0.55856043,0.43012428,0.48981172,0.4324319,0.27820987,0.55757385,0.46556342,0.44227552,0.5724788,0.4242937,0.46949136,0.37795883,0,site5_182.png
site5_182.png_X0_Y256,0.35195073,0.21897927,0.5525185,0.50093806,0.38916862,0.16797218,0.25438687,0.4905488,0.34835336,0.43759203,0.50859696,0.58924156,0.35627824,0.6336106,0.5770228,0.42300746,0.34643734,0.35109133,0.49897307,0.41214725,0.69659173,0.36412182,0.4078612,0.562061,1,site5_182.png
site5_182.png_X256_Y256,0.58833617,0.5308609,0.8248894,0.27736095,0.43968856,0.37060866,0.30997685,0.54330504,0.32467717,0.46819323,0.26830512,0.66684663,0.47588807,0.62858826,0.5072106,0.3696534,0.3294531,0.066489816,0.47621083,0.47317147,0.7087798,0.5060394,0.30360138,0.5650549,2,site5_182.png
site5_183.png_X0_Y0,0.18571675,0.16597852,0.4833939,0.6907465,0.4885003,0.262038,0.255692,0.32281762,0.41085956,0.5242679,0.7427412,0.46601275,0.5126681,0.64208424,0.49515632,0.3842484,0.47584853,0.49256837,0.46189648,0.40057182,0.5285316,0.3878197,0.47789398,0.40839303,0,site5_183.png
site5_183.png_X256_Y0,0.14730732,0.2764501,0.5986515,0.8338474,0.46153197,0.60690236,0.478949,0.73672366,0.60680044,0.7831241,0.50880295,0.21677892,0.49546292,0.68188226,0.5089199,0.45954177,0.43453893,0.49094197,0.6498958,0.59123343,0.70269495,0.5514575,0.46449053,0.106208295,0,site5_183.png
site5_183.png_X0_Y256,0.6360272,0.53496885,0.8375696,0.4023648,0.5713065,0.5492218,0.369679,0.432765,0.37043333,0.40620697,0.266908,0.91956395,0.55118734,0.70409834,0.6380031,0.48587915,0.22369745,0.15919164,0.39369226,0.34560606,0.611093,0.6913808,0.25875333,0.5654291,1,site5_183.png
site5_183.png_X256_Y256,0.2260599,0.2576022,0.4927988,0.6429666,0.5396161,0.34636447,0.31936622,0.51723975,0.57081604,0.7727735,0.49016777,0.32223538,0.5683145,0.47885334,0.46293265,0.36634246,0.43363005,0.45815104,0.5148906,0.4868923,0.5368439,0.513579,0.5335746,0.17635638,0,site5_183.png
site5_185.png_X0_Y0,0.064690515,0.29467785,0.42909393,0.6218036,0.4075358,0.5142541,0.23606467,0.6810823,0.2215186,0.56281805,0.20487815,0.25540787,0.4254952,0.35522974,0.5203968,0.43082806,0.24430391,0.35255876,0.41847625,0.52048886,0.5565118,0.59609485,0.6945442,0.34130993,0,site5_185.png
site5_185.png_X256_Y0,0.57181305,0.25556362,0.480437,0.71983266,0.7059093,0.32613447,0.23480105,0.19347158,0.4322499,0.88965344,0.5845518,0.2844135,0.36704117,0.7668493,0.38912636,0.51694477,0.21021841,0.4340981,0.34766313,0.42235008,0.1719195,0.37632096,0.63314253,0.33566675,1,site5_185.png
site5_185.png_X0_Y256,0.16653728,0.18874384,0.52206683,0.7938007,0.49007824,0.5522654,0.35289413,0.47882718,0.3892986,0.66020954,0.5140889,0.20091383,0.50714266,0.6244289,0.52311987,0.5137841,0.19883744,0.5293321,0.35615784,0.58153605,0.55084866,0.37733173,0.49703956,0.35623756,0,site5_185.png
site5_185.png_X256_Y256,0.12557772,0.27922976,0.44665027,0.58688265,0.47898233,0.38746285,0.2482651,0.4641317,0.25300235,0.67959356,0.37233424,0.30287305,0.44281504,0.5052755,0.6599549,0.37442377,0.36280587,0.48598024,0.41713834,0.253492,0.27133644,0.43326965,0.6207969,0.3686296,1,site5_185.png
site5_186.png_X0_Y0,0.32393622,0.5748074,0.2800633,0.70630693,0.80256855,0.43838483,0.1824161,0.25625083,0.47943935,0.66593105,0.6685728,0.34617996,0.32402498,0.83947635,0.51297265,0.4442808,0.32273734,0.42139843,0.43741378,0.44662094,0.26173964,0.54118323,0.8477272,0.32717714,2,site5_186.png
site5_186.png_X256_Y0,0.0330835,0.28366435,0.3961719,0.5457318,0.3747601,0.41358176,0.17226258,0.5778599,0.18938035,0.5386318,0.34979331,0.43228573,0.5303248,0.35029402,0.45260325,0.298271,0.28585988,0.40506113,0.49084115,0.35060108,0.34246093,0.48165396,0.51849616,0.26049027,0,site5_186.png
site5_186.png_X0_Y256,0.30587187,0.6110903,0.22474119,0.73674554,0.8312088,0.45784974,0.15699834,0.21698886,0.4603482,0.7353326,0.65337646,0.4070015,0.3797192,0.88824886,0.49585095,0.49478862,0.38717088,0.44133982,0.48899478,0.52515787,0.27901697,0.5189157,0.8645463,0.30663073,2,site5_186.png
site5_186.png_X256_Y256,0.07236305,0.28112972,0.41010106,0.55928373,0.42291957,0.23052989,0.16905048,0.50916845,0.23418114,0.56153506,0.43413585,0.36669078,0.4832545,0.4159343,0.56750286,0.34890115,0.2951688,0.54846835,0.46192977,0.36226845,0.4399687,0.50625336,0.49808663,0.3788892,0,site5_186.png
site5_187.png_X0_Y0,0.3720065,0.57522196,0.22851312,0.5842777,0.7280412,0.38961923,0.17008182,0.37135503,0.4274468,0.7378329,0.5451131,0.39600766,0.42938018,0.77203244,0.42874265,0.45387006,0.26768833,0.32499513,0.45909774,0.46254867,0.33656803,0.4922071,0.65336144,0.43191013,2,site5_187.png
site5_187.png_X256_Y0,0.33644027,0.65754914,0.1829496,0.5252137,0.66474587,0.42652422,0.091729596,0.4806214,0.3543356,0.5843072,0.36191547,0.38085306,0.2917611,0.6361203,0.40592235,0.26660782,0.4602887,0.32360816,0.6133594,0.37680745,0.5027087,0.45393354,0.40644956,0.49197066,2,site5_187.png
site5_187.png_X0_Y256,0.56726295,0.60187536,0.29317123,0.69137377,0.8300188,0.45956826,0.08096109,0.35777995,0.47927558,0.80222,0.67820513,0.45347187,0.5043346,0.9265112,0.23790932,0.35921067,0.32086852,0.21709737,0.46473715,0.4936819,0.30800617,0.48869208,0.6296826,0.3724789,2,site5_187.png
site5_187.png_X256_Y256,0.46453494,0.6846026,0.15763032,0.57826674,0.75108093,0.44697255,0.13687612,0.3882239,0.41403607,0.5375043,0.33057326,0.42544916,0.31153607,0.56838214,0.47493255,0.2026738,0.46462,0.3395074,0.51716757,0.5808699,0.49018833,0.5207512,0.35128212,0.40758538,2,site5_187.png
site5_188.png_X0_Y0,0.60123706,0.4599025,0.38386264,0.4243266,0.5268674,0.33318678,0.08076607,0.60627717,0.30944908,0.73721075,0.09735459,0.39599904,0.27204067,0.7752437,0.28847742,0.27019244,0.4492659,0.26187977,0.5691275,0.37571445,0.46608716,0.28950936,0.20661739,0.5384954,1,site5_188.png
site5_188.png_X256_Y0,0.4919281,0.35832778,0.43277866,0.55981064,0.6872798,0.33785647,0.15317374,0.32859266,0.4066053,0.745968,0.09980011,0.30964106,0.27073103,0.64406985,0.3747423,0.34429246,0.48170555,0.315809,0.49095082,0.28646713,0.4779066,0.3515495,0.40816128,0.28570002,1,site5_188.png
site5_188.png_X0_Y256,0.6762514,0.27855366,0.5438212,0.39809543,0.44423506,0.10896036,0.2537562,0.43890995,0.447564,0.7845241,0.25829798,0.40833107,0.43714398,0.60761833,0.40307468,0.2846141,0.42014286,0.46950644,0.44101393,0.53174347,0.24312389,0.39680445,0.55987036,0.43115067,1,site5_188.png
site5_188.png_X256_Y256,0.58806795,0.42027083,0.42899832,0.59286,0.7307961,0.28852266,0.14652275,0.30279905,0.55031055,0.8168254,0.14388624,0.38812503,0.30168426,0.6882427,0.49465707,0.33014962,0.4827266,0.3785302,0.42641646,0.4884922,0.37195832,0.39684272,0.42214084,0.2139307,1,site5_188.png
site5_189.png_X0_Y0,0.33032176,0.736302,0.07372624,0.58205664,0.76514375,0.47018018,0.1334208,0.3287829,0.4753788,0.5356923,0.30561817,0.42159495,0.25866577,0.43416613,0.7041205,0.29566556,0.3730127,0.4230166,0.6356644,0.61903095,0.51148,0.51057154,0.3431962,0.46085936,2,site5_189.png
site5_189.png_X256_Y0,0.2609136,0.7042906,0.07992822,0.5238016,0.6420568,0.43377373,0.17761216,0.44304696,0.44022468,0.5170917,0.33951175,0.31499004,0.29379788,0.37043828,0.72302353,0.37755388,0.42296645,0.3291283,0.55587614,0.5924159,0.5513732,0.5535451,0.30461675,0.48371324,2,site5_189.png
site5_189.png_X0_Y256,0.25923207,0.72256124,0.057579994,0.51402086,0.6483442,0.4551706,0.16593337,0.4852602,0.47850046,0.48619342,0.38401765,0.3211307,0.27750704,0.413797,0.7889602,0.3605389,0.42453814,0.4058833,0.5639905,0.6257385,0.5647144,0.3914734,0.39674962,0.4631412,2,site5_189.png
site5_189.png_X256_Y256,0.24318151,0.6704467,0.10678363,0.51908326,0.67220676,0.44734564,0.15398136,0.5010399,0.47742116,0.52250564,0.35203516,0.32134908,0.31528813,0.4170316,0.7103223,0.41178593,0.43943435,0.43168136,0.64871514,0.5447768,0.47474685,0.40536484,0.43787402,0.41925514,2,site5_189.png
site5_190.png_X0_Y0,0.22945844,0.7031878,0.07727298,0.57553506,0.7188772,0.45074835,0.11404359,0.3739403,0.4665589,0.54166204,0.31367427,0.35665348,0.29068756,0.42112434,0.7766659,0.3816023,0.4828923,0.4626335,0.61779827,0.59169763,0.52855223,0.49627027,0.37923098,0.45897764,2,site5_190.png
site5_190.png_X256_Y0,0.28880322,0.7479618,0.043735445,0.5142235,0.63412416,0.42890498,0.19832373,0.46327585,0.519699,0.59030807,0.31157485,0.38102052,0.30353025,0.40309614,0.71703756,0.44475484,0.48113632,0.39309317,0.541128,0.58033943,0.5404289,0.4207114,0.25415614,0.4381474,2,site5_190.png
site5_190.png_X0_Y256,0.28386262,0.70133656,0.06815383,0.58937865,0.7470019,0.46259084,0.11364901,0.33862382,0.45596194,0.5351024,0.35462222,0.38335368,0.34544963,0.47200084,0.6279807,0.35183373,0.49735817,0.47831845,0.55296063,0.5613917,0.6405812,0.61353713,0.43890065,0.5009166,2,site5_190.png
site5_190.png_X256_Y256,0.32139853,0.6771932,0.10888967,0.49044538,0.54468334,0.37953785,0.3454248,0.4700704,0.47813332,0.57234365,0.36776564,0.34992272,0.384672,0.40566972,0.45682287,0.30891857,0.4239944,0.26626807,0.4689617,0.49273902,0.6678775,0.642612,0.36760074,0.46524978,2,site5_190.png
site5_191.png_X0_Y0,0.24955255,0.7410594,0.037272185,0.5285668,0.61970556,0.4315131,0.15014096,0.5353446,0.5124036,0.57629275,0.4221242,0.3760067,0.26705608,0.41348544,0.74775875,0.52367026,0.4871683,0.37016723,0.55081147,0.5323357,0.5336701,0.37095016,0.3503823,0.5139013,2,site5_191.png
site5_191.png_X256_Y0,0.2418709,0.7361183,0.0657855,0.5141332,0.62351125,0.44801772,0.1742334,0.4946588,0.47772148,0.506602,0.35492063,0.36275807,0.27701643,0.47690645,0.7631308,0.5035346,0.4603712,0.4592143,0.5723915,0.6358322,0.51780796,0.37923396,0.45623118,0.42093778,2,site5_191.png
site5_191.png_X0_Y256,0.20751727,0.6592921,0.09846187,0.48707548,0.5907422,0.4300379,0.17150924,0.49167103,0.45985538,0.4592663,0.3307392,0.32527128,0.32398018,0.5201593,0.8160938,0.5342176,0.4773131,0.40691286,0.50923616,0.65026504,0.4874199,0.41900063,0.4189893,0.33975255,2,site5_191.png
